employee_id,name,age,department,salary,city,experience_years,project_count,performance_score,product_purchased,purchase_amount,order_status,rating,bonus,tax_percent
1518,Pooja Iyer,59,Operations,76518,Hyderabad,6,14,4.13,Laptop,58805,Pending,2,10154,15.38
1519,Raj Kumar,22,Sales,88115,Pune,6,13,1.96,Laptop,14669,Cancelled,4,5343,21.41
1520,Neha Gupta,26,Marketing,81049,Pune,0,10,3.54,Monitor,70296,Completed,4,2576,15.64
1521,Rahul Joshi,40,Support,81285,Delhi,8,0,4.57,Phone,30852,Completed,3,8956,23.45
1522,Vikas Gupta,43,Operations,44852,Bangalore,16,13,3.58,Camera,9747,Pending,5,9642,21.83
1523,Pooja Singh,41,HR,77241,Bangalore,14,13,3.98,Keyboard,92049,Completed,2,8081,8.0
1524,Vikas Kumar,41,Marketing,39722,Chennai,3,7,2.43,Tablet,75434,Cancelled,5,15426,22.62
1525,Rohit Jadhav,39,HR,65824,Mumbai,5,5,3.42,Laptop,27571,Pending,4,5520,15.68
1526,Raj Iyer,40,Support,56961,Bangalore,14,10,4.41,Camera,61761,Returned,1,9506,19.72
1527,Neha Singh,29,IT,101661,Mumbai,4,1,2.12,Mouse,35684,Completed,4,14974,9.2
1528,Rohit Gupta,25,Support,49148,Mumbai,11,4,4.31,Headphones,48564,Returned,5,13896,20.08
1529,Rohit Mehta,51,Operations,96807,Delhi,15,13,1.28,Headphones,21761,Cancelled,5,6148,26.33
1530,Priya Joshi,55,Operations,45343,Chennai,11,5,4.55,Headphones,55336,Completed,4,3196,17.79
1531,Amit Patel,22,Marketing,85295,Kolkata,20,14,1.22,Monitor,31981,Pending,3,14048,29.74
1532,Rohit Jadhav,49,Sales,38995,Chennai,9,5,4.94,Monitor,35449,Cancelled,2,1667,6.37
1533,Neha Patel,42,Marketing,105076,Kolkata,19,12,4.29,Mouse,30169,Completed,3,2696,15.29
1534,Vikram Gupta,41,Support,85210,Pune,4,7,1.86,Headphones,23490,Pending,2,13668,23.48
1535,Arjun Mehta,46,HR,110808,Bangalore,3,8,3.96,Keyboard,96817,Cancelled,2,4276,19.16
1536,Amit Mehta,51,IT,80783,Hyderabad,17,3,4.28,Monitor,4751,Cancelled,4,8234,22.49
1537,Neha Jadhav,42,Support,75299,Kolkata,4,10,4.15,Monitor,28014,Completed,5,2711,16.97
1538,Rahul Sharma,58,Marketing,75449,Hyderabad,8,4,2.82,Mouse,70432,Completed,3,9024,17.42
1539,Anita Gupta,37,Marketing,44254,Bangalore,18,14,3.77,Tablet,31396,Pending,4,12652,18.56
1540,Neha Kumar,21,Support,100806,Mumbai,4,9,4.88,Tablet,43239,Completed,1,1833,21.89
1541,Neha Singh,38,Sales,108161,Chennai,5,3,2.71,Phone,9008,Completed,4,2983,23.59
1542,Riya Jadhav,40,Sales,86048,Pune,1,4,2.81,Laptop,87740,Completed,1,11634,19.79
1543,Amit Iyer,54,Sales,75803,Pune,3,13,3.75,Camera,93646,Completed,5,8377,19.53
1544,Riya Jadhav,22,Operations,63541,Mumbai,14,1,3.14,Mouse,39018,Pending,2,1461,23.79
1545,Rahul Sharma,29,Finance,100082,Mumbai,10,9,3.23,Phone,82342,Returned,5,3528,17.26
1546,Pooja Kumar,38,IT,104375,Kolkata,8,7,1.73,Monitor,80836,Cancelled,2,10375,8.6
1547,Raj Iyer,47,HR,46326,Delhi,1,15,3.54,Camera,51059,Pending,1,3599,13.39
1548,Pooja Gupta,30,HR,56831,Mumbai,17,12,1.16,Keyboard,43815,Returned,3,11453,23.39
1549,Rohit Singh,25,Finance,75771,Chennai,10,10,4.31,Phone,55820,Completed,3,13054,12.13
1550,Arjun Singh,39,Marketing,82226,Bangalore,15,11,4.7,Laptop,8449,Returned,1,12888,24.58
1551,Vikas Gupta,49,Operations,47880,Delhi,0,9,3.89,Tablet,3838,Returned,1,15826,6.62
1552,Raj Patel,41,Finance,93017,Chennai,10,5,2.03,Headphones,53855,Completed,5,17476,10.72
1553,Riya Patel,51,Marketing,42008,Hyderabad,1,9,3.74,Tablet,35048,Completed,1,4697,25.1
1554,Rahul Iyer,33,Finance,31610,Kolkata,15,7,1.89,Tablet,83326,Returned,1,17018,29.37
1555,Rohit Mehta,38,Operations,51193,Hyderabad,3,14,4.1,Monitor,99688,Pending,1,1258,28.55
1556,Amit Gupta,25,HR,38170,Pune,3,4,3.95,Laptop,11810,Cancelled,2,1482,11.59
1557,Vikram Sharma,37,Finance,88613,Bangalore,11,0,2.06,Phone,63608,Pending,4,9910,25.07
1558,Amit Iyer,57,Operations,72506,Kolkata,3,10,2.32,Camera,11871,Cancelled,2,19958,19.47
1559,Sneha Kumar,50,Marketing,92201,Hyderabad,17,9,2.82,Headphones,46174,Returned,4,4336,25.7
1560,Priya Nair,43,HR,54620,Bangalore,20,3,3.67,Monitor,58625,Pending,2,17884,10.57
1561,Karan Kumar,36,Marketing,41590,Hyderabad,5,10,3.15,Camera,27634,Returned,1,16366,11.21
1562,Raj Kumar,27,HR,37495,Bangalore,8,3,4.07,Camera,53365,Completed,4,14649,14.94
1563,Neha Kumar,31,Sales,82149,Bangalore,1,0,4.63,Keyboard,33795,Returned,4,12628,23.21
1564,Karan Iyer,33,Marketing,62441,Chennai,4,2,2.35,Mouse,7981,Cancelled,1,1912,5.19
1565,Raj Joshi,27,Sales,79205,Mumbai,7,1,2.46,Mouse,64692,Completed,1,17493,14.72
1566,Raj Patel,21,Finance,41817,Bangalore,2,4,2.32,Headphones,74548,Completed,1,13253,11.47
1567,Riya Patel,53,IT,66625,Delhi,2,5,2.5,Headphones,65431,Completed,1,5131,14.73
1568,Rahul Sharma,23,HR,116373,Mumbai,12,2,4.57,Laptop,32594,Pending,2,12140,15.35
1569,Rahul Nair,60,Finance,50065,Chennai,18,8,4.83,Mouse,64972,Cancelled,3,5330,29.5
1570,Karan Iyer,32,Marketing,92784,Pune,19,12,1.09,Tablet,51632,Cancelled,5,2742,6.17
1571,Amit Patel,40,Marketing,102222,Delhi,14,2,2.01,Phone,28619,Returned,5,11893,11.16
1572,Karan Nair,26,Operations,56552,Pune,16,13,4.68,Tablet,19712,Cancelled,2,14026,27.41
1573,Karan Iyer,59,Sales,85449,Chennai,17,3,3.79,Monitor,19963,Cancelled,4,14308,14.48
1574,Neha Nair,29,IT,86127,Chennai,10,6,4.29,Monitor,28991,Completed,3,17080,6.51
1575,Amit Kumar,40,IT,73311,Chennai,12,3,1.12,Laptop,87802,Pending,5,16494,16.04
1576,Sneha Iyer,24,Marketing,31935,Chennai,8,0,3.69,Phone,36572,Cancelled,3,5067,12.59
1577,Rahul Singh,34,Finance,40716,Mumbai,7,12,1.97,Monitor,48817,Returned,5,8774,25.68
1578,Raj Patel,23,Sales,70715,Bangalore,20,12,1.87,Mouse,1801,Completed,5,14348,9.33
1579,Vikas Sharma,47,HR,117619,Chennai,2,2,3.65,Tablet,22655,Returned,2,19760,23.87
1580,Karan Singh,43,Sales,79755,Pune,16,6,2.8,Laptop,92770,Completed,2,14706,5.05
1581,Rahul Sharma,56,Sales,44469,Delhi,14,12,1.29,Monitor,67971,Pending,3,1494,17.17
1582,Karan Patel,32,HR,67448,Bangalore,17,13,4.54,Phone,93080,Returned,5,9004,27.12
1583,Karan Gupta,33,Sales,59448,Chennai,10,2,3.09,Keyboard,83881,Pending,3,10559,7.08
1584,Rahul Mehta,23,HR,40897,Chennai,8,15,2.93,Headphones,61015,Returned,2,19978,7.1
1585,Rahul Nair,56,Marketing,35513,Pune,13,12,1.0,Headphones,75682,Completed,2,798,14.23
1586,Vikram Patel,38,HR,34881,Hyderabad,4,9,4.46,Camera,53995,Returned,4,15308,15.24
1587,Raj Jadhav,51,IT,32329,Bangalore,0,12,2.95,Headphones,65847,Cancelled,4,407,16.92
1588,Karan Patel,46,Finance,58646,Delhi,9,12,3.96,Mouse,43498,Cancelled,4,2837,25.37
1589,Priya Joshi,21,Operations,36324,Kolkata,1,10,4.44,Monitor,40683,Cancelled,1,17358,10.43
1590,Amit Gupta,36,IT,46288,Hyderabad,17,7,4.9,Mouse,47836,Pending,3,17172,7.26
1591,Riya Gupta,27,Operations,79326,Kolkata,14,15,2.01,Laptop,10663,Cancelled,4,16992,21.0
1592,Arjun Jadhav,45,Sales,116886,Mumbai,17,14,2.35,Camera,53974,Completed,1,16323,8.36
1593,Neha Nair,39,Sales,36050,Hyderabad,7,10,4.31,Headphones,97147,Completed,3,7345,11.98
1594,Priya Singh,26,Sales,57934,Delhi,13,13,4.58,Mouse,85233,Returned,4,1925,21.86
1595,Neha Kumar,29,HR,55031,Kolkata,14,0,2.59,Laptop,74745,Cancelled,3,11021,12.22
1596,Karan Singh,33,HR,78308,Pune,10,3,3.43,Tablet,83570,Returned,3,14145,19.39
1597,Rahul Joshi,34,HR,55362,Delhi,17,5,2.54,Monitor,38353,Cancelled,3,2637,23.47
1598,Raj Jadhav,48,IT,61579,Delhi,2,6,3.87,Camera,13069,Cancelled,4,2719,11.98
1599,Rahul Nair,32,Finance,75833,Bangalore,20,15,3.88,Headphones,29328,Completed,4,14041,22.59
1600,Priya Jadhav,43,Marketing,58516,Delhi,12,10,4.61,Mouse,83461,Returned,2,5072,29.24
1601,Priya Joshi,33,HR,110643,Pune,14,12,4.58,Headphones,84399,Completed,4,11172,19.97
1602,Priya Gupta,42,Finance,101675,Mumbai,5,3,2.52,Headphones,38252,Completed,4,1773,10.0
1603,Amit Patel,29,Operations,100724,Hyderabad,2,0,4.48,Keyboard,60125,Returned,5,19795,26.4
1604,Vikas Kumar,36,Marketing,92113,Bangalore,12,15,2.63,Monitor,61683,Returned,2,13837,5.48
1605,Rohit Patel,36,Finance,51222,Mumbai,10,8,3.42,Mouse,64817,Pending,3,8187,21.92
1606,Sneha Patel,28,Operations,77554,Bangalore,12,9,1.5,Keyboard,21750,Completed,1,5917,18.3
1607,Rohit Kumar,55,IT,80886,Chennai,18,11,1.68,Phone,48586,Completed,5,14906,9.63
1608,Raj Nair,48,HR,55523,Delhi,14,14,1.41,Phone,23437,Pending,3,2967,28.16
1609,Rahul Gupta,47,Support,38878,Pune,20,6,1.69,Camera,7067,Returned,3,108,22.7
1610,Priya Gupta,40,Marketing,88358,Mumbai,18,0,4.38,Camera,26883,Pending,2,919,15.63
1611,Pooja Iyer,35,Marketing,76130,Hyderabad,9,6,2.09,Tablet,54745,Pending,5,1340,23.25
1612,Vikram Singh,45,IT,46413,Bangalore,14,11,1.38,Mouse,29756,Pending,2,3725,20.56
1613,Karan Sharma,28,IT,70082,Hyderabad,18,3,1.06,Monitor,82438,Returned,2,7474,22.14
1614,Rohit Sharma,47,Operations,87777,Kolkata,9,14,1.32,Phone,35062,Completed,3,16036,19.92
1615,Riya Patel,57,IT,64043,Mumbai,4,4,3.66,Mouse,33458,Cancelled,5,16478,15.41
1616,Amit Mehta,36,Finance,112066,Pune,4,3,4.74,Headphones,31685,Completed,1,11751,11.18
1617,Vikram Kumar,35,HR,83870,Pune,19,15,1.82,Phone,56037,Pending,2,5769,8.67
1618,Raj Kumar,30,Support,111398,Delhi,0,8,2.36,Monitor,47628,Pending,5,125,29.47
1619,Priya Iyer,27,Marketing,37215,Pune,12,3,2.17,Laptop,58606,Returned,2,12163,27.46
1620,Riya Jadhav,33,Support,112242,Pune,8,8,1.93,Headphones,19835,Completed,4,13075,8.46
1621,Riya Kumar,33,Finance,105508,Mumbai,3,10,1.46,Keyboard,88963,Returned,2,7602,7.05
1622,Vikas Mehta,54,Marketing,61100,Pune,16,1,2.5,Headphones,75583,Returned,4,5385,23.37
1623,Amit Iyer,59,Finance,119804,Chennai,7,10,4.12,Camera,18740,Completed,4,16148,19.66
1624,Arjun Gupta,34,IT,104942,Mumbai,6,14,4.94,Mouse,51806,Returned,3,11596,19.1
1625,Pooja Joshi,60,HR,49532,Pune,7,3,2.9,Phone,37571,Completed,3,9251,23.7
1626,Anita Gupta,47,Operations,42846,Pune,15,2,1.94,Headphones,35041,Cancelled,3,3953,24.08
1627,Vikas Iyer,57,Support,67285,Bangalore,10,0,3.87,Camera,54150,Pending,2,2150,22.44
1628,Pooja Sharma,41,IT,55238,Mumbai,11,6,4.83,Mouse,87411,Completed,3,764,24.7
1629,Amit Gupta,35,Finance,46699,Chennai,2,1,3.17,Camera,92099,Cancelled,3,18218,16.76
1630,Arjun Singh,22,Finance,30922,Mumbai,19,12,4.31,Mouse,65802,Completed,4,18415,25.38
1631,Priya Kumar,59,Marketing,51763,Delhi,0,1,2.32,Mouse,47634,Pending,2,13238,21.19
1632,Anita Gupta,52,Support,62555,Pune,3,9,2.19,Phone,90800,Returned,4,17577,18.47
1633,Pooja Iyer,50,HR,95457,Hyderabad,15,4,3.45,Laptop,39250,Completed,1,14488,17.49
1634,Vikram Sharma,34,IT,38048,Hyderabad,13,2,4.27,Headphones,42227,Pending,4,13476,13.95
1635,Vikram Sharma,49,HR,106326,Mumbai,4,4,2.75,Laptop,31821,Completed,4,10558,17.39
1636,Neha Sharma,47,Operations,53873,Chennai,12,6,3.07,Camera,88878,Returned,3,3995,26.54
1637,Priya Joshi,47,IT,81284,Mumbai,6,0,1.49,Phone,82888,Cancelled,5,18836,12.3
1638,Sneha Patel,36,HR,81062,Chennai,2,12,4.29,Camera,21319,Cancelled,3,18315,12.93
1639,Arjun Iyer,41,Support,40820,Chennai,5,5,3.24,Phone,68151,Returned,3,13365,19.4
1640,Priya Patel,58,Marketing,64706,Mumbai,5,6,2.19,Phone,22783,Cancelled,5,3564,14.47
1641,Vikas Nair,21,Support,102273,Delhi,17,7,2.04,Phone,80622,Pending,3,13158,6.97
1642,Neha Nair,53,Marketing,58590,Pune,1,3,4.45,Tablet,95849,Cancelled,5,16864,5.66
1643,Karan Kumar,54,IT,80568,Mumbai,15,9,1.88,Headphones,79698,Cancelled,4,4828,29.58
1644,Pooja Patel,53,Marketing,105304,Delhi,4,10,1.23,Laptop,11198,Completed,2,15232,28.5
1645,Anita Iyer,22,Sales,75223,Mumbai,8,3,4.99,Laptop,69835,Completed,3,12318,16.31
1646,Raj Nair,24,Sales,35203,Chennai,13,6,2.48,Keyboard,12469,Pending,2,14914,18.92
1647,Pooja Gupta,28,HR,36556,Hyderabad,6,15,4.17,Keyboard,51410,Completed,2,830,10.7
1648,Rohit Sharma,26,Marketing,59225,Chennai,0,9,2.17,Monitor,17989,Completed,2,13683,12.57
1649,Anita Mehta,59,Sales,115489,Chennai,19,4,3.86,Mouse,24558,Returned,4,9472,12.6
1650,Sneha Patel,47,Sales,111134,Hyderabad,0,3,1.14,Keyboard,14785,Pending,1,13179,10.64
1651,Arjun Gupta,32,Operations,81816,Delhi,17,9,3.85,Mouse,28242,Returned,3,3159,10.97
1652,Pooja Patel,38,Operations,99637,Kolkata,17,14,1.35,Camera,28254,Cancelled,3,19520,25.57
1653,Vikram Jadhav,39,Marketing,87901,Pune,3,11,1.72,Tablet,38948,Returned,1,13370,23.67
1654,Vikram Jadhav,55,IT,80383,Pune,5,15,4.3,Phone,9058,Returned,5,2090,22.8
1655,Rohit Nair,58,IT,86076,Pune,10,13,2.39,Headphones,72493,Completed,4,8948,27.46
1656,Rohit Sharma,33,Finance,63292,Chennai,8,11,3.72,Mouse,99045,Returned,2,1050,17.21
1657,Rahul Nair,29,Operations,85172,Kolkata,1,4,3.38,Keyboard,78048,Cancelled,2,15318,17.36
1658,Vikram Iyer,35,Operations,103576,Pune,18,9,3.9,Monitor,93820,Completed,4,3739,14.87
1659,Sneha Sharma,27,Support,40131,Kolkata,2,15,2.05,Tablet,55010,Cancelled,3,552,8.31
1660,Rahul Patel,58,Marketing,61989,Mumbai,6,0,4.16,Tablet,90165,Cancelled,2,2590,6.41
1661,Anita Gupta,23,HR,93309,Mumbai,15,0,2.01,Laptop,61467,Completed,1,3058,9.63
1662,Arjun Singh,24,Finance,41707,Bangalore,8,14,2.5,Keyboard,56280,Returned,2,8636,15.56
1663,Rahul Iyer,22,HR,105928,Hyderabad,6,7,4.99,Mouse,26854,Cancelled,5,9882,16.85
1664,Amit Iyer,60,Finance,46866,Chennai,14,12,2.55,Camera,71276,Cancelled,2,15179,7.8
1665,Anita Iyer,51,Operations,65611,Pune,2,9,2.18,Phone,78125,Returned,1,2757,22.38
1666,Amit Nair,55,Marketing,101008,Delhi,1,0,4.43,Mouse,50763,Cancelled,4,12638,16.9
1667,Arjun Mehta,23,Finance,48966,Hyderabad,6,8,3.99,Phone,88836,Returned,3,18836,23.33
1668,Raj Iyer,58,Support,118787,Pune,19,4,2.99,Phone,17949,Pending,1,17376,21.83
1669,Neha Jadhav,21,HR,105544,Mumbai,3,11,1.19,Mouse,68690,Cancelled,2,5134,29.64
1670,Priya Patel,60,Marketing,62402,Chennai,15,0,1.59,Headphones,58474,Pending,3,11193,29.2
1671,Pooja Kumar,21,Finance,31585,Bangalore,3,1,4.54,Headphones,57833,Cancelled,2,4455,9.05
1672,Pooja Nair,28,HR,109723,Bangalore,16,4,4.46,Keyboard,71737,Completed,5,5085,26.17
1673,Pooja Gupta,25,IT,104920,Mumbai,15,10,2.31,Camera,29964,Returned,1,18220,9.95
1674,Rohit Iyer,58,Operations,30243,Mumbai,12,8,3.13,Headphones,6021,Cancelled,1,17569,26.83
1675,Raj Patel,32,Finance,110919,Hyderabad,10,2,3.71,Mouse,47238,Returned,2,19111,10.8
1676,Arjun Singh,49,Marketing,77343,Kolkata,2,12,1.92,Keyboard,20616,Returned,2,726,29.02
1677,Arjun Sharma,35,Sales,67149,Delhi,1,9,3.6,Keyboard,57507,Completed,3,4445,18.27
1678,Vikram Gupta,42,Finance,66779,Chennai,11,11,4.88,Tablet,42699,Returned,1,16677,5.85
1679,Anita Iyer,41,Finance,82274,Pune,10,0,3.66,Camera,79709,Cancelled,1,6632,21.95
1680,Priya Joshi,29,Support,81914,Delhi,0,9,1.54,Tablet,96124,Pending,2,9516,8.1
1681,Rahul Nair,38,HR,71966,Hyderabad,8,14,1.65,Monitor,94651,Cancelled,2,8985,18.8
1682,Rahul Sharma,24,Sales,105280,Bangalore,8,5,4.74,Phone,15051,Returned,2,3210,15.58
1683,Priya Singh,23,Marketing,117294,Delhi,0,6,3.13,Camera,28103,Returned,2,8094,17.19
1684,Sneha Kumar,28,IT,116047,Kolkata,12,14,1.16,Phone,83323,Returned,4,1308,18.85
1685,Priya Jadhav,50,Operations,48721,Bangalore,0,9,2.78,Laptop,21255,Returned,2,3511,13.84
1686,Priya Patel,57,Finance,101708,Bangalore,14,6,1.98,Monitor,89285,Completed,3,17572,9.41
1687,Karan Gupta,32,Operations,41987,Kolkata,6,10,4.04,Camera,75659,Returned,5,9995,19.7
1688,Rahul Sharma,43,IT,97930,Bangalore,15,5,1.69,Mouse,73403,Pending,1,12200,11.64
1689,Vikas Gupta,25,Finance,48679,Pune,9,1,4.49,Keyboard,38552,Returned,4,6981,20.4
1690,Sneha Gupta,60,IT,65693,Pune,4,11,1.72,Camera,42190,Cancelled,1,6754,19.77
1691,Vikram Joshi,28,Finance,66249,Hyderabad,7,7,4.45,Mouse,92779,Returned,2,13405,19.28
1692,Vikas Nair,46,Marketing,71389,Hyderabad,1,4,2.63,Mouse,80787,Cancelled,1,17930,23.56
1693,Arjun Mehta,25,IT,41239,Mumbai,9,2,1.77,Keyboard,58942,Cancelled,2,8628,10.71
1694,Priya Jadhav,52,Support,32078,Chennai,0,4,2.35,Headphones,53523,Completed,5,14863,26.5
1695,Amit Nair,52,IT,50579,Delhi,12,11,2.09,Phone,66479,Completed,4,17502,28.19
1696,Priya Mehta,23,IT,106084,Hyderabad,17,13,1.93,Phone,44005,Cancelled,1,7,7.03
1697,Karan Singh,45,Support,90585,Pune,5,12,2.56,Phone,34652,Pending,4,12172,27.06
1698,Vikram Jadhav,27,Operations,52524,Bangalore,11,5,4.31,Laptop,85261,Pending,1,14714,26.39
1699,Pooja Kumar,25,Sales,93259,Delhi,6,8,2.3,Phone,1015,Completed,4,3327,23.41
1700,Raj Kumar,31,Sales,92229,Chennai,7,14,1.33,Mouse,62080,Cancelled,5,735,20.5
1701,Vikas Iyer,39,Marketing,53953,Bangalore,3,8,4.72,Monitor,80859,Cancelled,2,12165,21.89
1702,Pooja Sharma,33,Support,96019,Hyderabad,6,2,2.81,Phone,13534,Completed,2,626,10.41
1703,Arjun Nair,30,Finance,100774,Kolkata,11,13,1.01,Monitor,17975,Returned,4,5670,16.58
1704,Priya Sharma,32,IT,42249,Bangalore,1,5,4.15,Tablet,56747,Completed,1,18771,13.57
1705,Vikram Iyer,24,Sales,117772,Hyderabad,5,14,3.07,Keyboard,64878,Returned,5,1505,13.78
1706,Riya Sharma,57,Sales,82255,Hyderabad,1,13,1.26,Headphones,78010,Completed,1,16121,7.63
1707,Vikas Sharma,26,Operations,47777,Pune,15,3,4.4,Tablet,80247,Completed,2,5056,12.92
1708,Rahul Gupta,34,Sales,46101,Chennai,17,3,1.41,Headphones,95604,Returned,2,11001,15.02
1709,Rahul Gupta,30,Support,70271,Chennai,1,12,3.44,Keyboard,67957,Returned,5,5388,11.35
1710,Sneha Singh,52,IT,50012,Delhi,4,12,1.95,Headphones,44339,Cancelled,4,8983,19.92
1711,Riya Jadhav,24,Finance,40722,Kolkata,5,1,4.65,Headphones,86276,Returned,1,17889,19.62
1712,Neha Patel,24,IT,102975,Mumbai,13,13,1.2,Camera,83327,Returned,3,1508,6.54
1713,Arjun Patel,52,Sales,64343,Pune,3,14,4.1,Headphones,32104,Completed,1,11913,29.38
1714,Vikram Mehta,26,HR,40076,Chennai,10,6,1.87,Monitor,68142,Completed,4,9556,17.03
1715,Priya Kumar,21,Finance,72884,Bangalore,18,10,3.17,Camera,14167,Pending,3,7611,8.34
1716,Vikas Patel,40,Support,102022,Delhi,11,9,3.59,Camera,89219,Completed,2,4667,16.68
1717,Amit Iyer,58,Finance,78579,Delhi,20,15,2.99,Laptop,69926,Returned,5,6620,12.8
1718,Arjun Mehta,43,HR,81979,Delhi,18,4,2.92,Tablet,60542,Completed,3,17812,26.99
1719,Raj Sharma,49,Finance,108832,Delhi,6,6,4.31,Keyboard,48507,Returned,3,6025,24.61
1720,Rahul Mehta,54,Marketing,56992,Pune,17,12,1.6,Phone,41164,Cancelled,4,10179,23.84
1721,Karan Mehta,28,Operations,101093,Mumbai,18,6,2.75,Keyboard,97843,Cancelled,5,17179,17.64
1722,Pooja Sharma,44,Marketing,73862,Bangalore,5,1,3.12,Mouse,87562,Cancelled,1,4566,14.74
1723,Priya Joshi,53,IT,114694,Pune,9,13,3.83,Phone,28824,Completed,5,13818,24.42
1724,Riya Joshi,35,Sales,46775,Mumbai,12,9,4.63,Monitor,80011,Cancelled,2,3932,22.02
1725,Rahul Gupta,50,HR,76101,Delhi,13,14,1.92,Tablet,44953,Pending,5,17383,11.16
1726,Raj Gupta,48,IT,97191,Chennai,8,11,1.18,Tablet,84592,Pending,5,4606,20.7
1727,Neha Kumar,56,IT,43368,Mumbai,8,8,4.84,Tablet,52316,Pending,5,3004,27.71
1728,Raj Joshi,32,Operations,30600,Bangalore,6,6,1.71,Headphones,56341,Pending,4,17307,16.47
1729,Vikas Jadhav,32,Operations,116867,Mumbai,6,9,3.11,Headphones,41366,Cancelled,5,147,5.76
1730,Sneha Patel,60,Marketing,45915,Mumbai,7,9,2.63,Camera,48573,Pending,2,2248,10.13
1731,Raj Iyer,29,IT,76320,Kolkata,18,13,3.28,Monitor,47634,Completed,2,5788,28.57
1732,Amit Singh,30,Operations,42965,Delhi,18,13,4.72,Camera,77082,Completed,1,11356,17.78
1733,Rohit Sharma,57,Marketing,109764,Kolkata,20,4,4.73,Headphones,92255,Cancelled,5,11073,24.53
1734,Priya Joshi,32,HR,30509,Chennai,11,14,4.98,Keyboard,79244,Returned,2,8289,24.97
1735,Anita Jadhav,47,Operations,114605,Mumbai,12,11,1.83,Monitor,33129,Pending,3,7225,10.55
1736,Arjun Singh,28,IT,38765,Pune,1,6,2.94,Laptop,58325,Cancelled,2,12904,5.1
1737,Arjun Jadhav,31,Operations,50156,Mumbai,12,7,2.98,Laptop,67936,Returned,1,17246,22.66
1738,Anita Nair,33,Operations,50602,Delhi,7,7,2.8,Monitor,78318,Completed,2,4576,7.93
1739,Vikas Iyer,29,Sales,64070,Chennai,15,10,1.63,Headphones,24725,Pending,5,5732,28.68
1740,Raj Sharma,56,HR,101323,Delhi,6,2,3.7,Mouse,39036,Returned,3,12425,24.4
1741,Karan Iyer,56,Operations,57313,Chennai,6,3,2.11,Laptop,38619,Cancelled,3,17574,6.26
1742,Raj Sharma,33,Support,34935,Pune,14,9,1.88,Phone,72064,Cancelled,2,10670,23.08
1743,Pooja Sharma,48,HR,82812,Kolkata,12,8,4.26,Phone,81467,Pending,5,19729,27.44
1744,Sneha Nair,45,Sales,33703,Mumbai,9,6,3.25,Keyboard,22168,Returned,3,15114,14.49
1745,Rahul Nair,34,Support,72186,Hyderabad,6,5,2.95,Monitor,98969,Completed,2,11847,5.52
1746,Vikas Patel,44,Finance,49075,Hyderabad,11,6,4.06,Monitor,20311,Cancelled,5,9006,6.28
1747,Rohit Sharma,50,Support,97913,Bangalore,0,11,3.08,Phone,54267,Completed,3,16403,11.7
1748,Pooja Iyer,35,Finance,91007,Pune,2,15,4.65,Monitor,84329,Pending,2,13918,23.02
1749,Rohit Patel,39,Support,49677,Bangalore,6,8,2.16,Monitor,9572,Cancelled,4,5454,7.35
1750,Raj Sharma,47,Support,92968,Hyderabad,1,0,3.11,Monitor,52644,Completed,1,2580,17.89
1751,Vikram Mehta,41,Support,88252,Chennai,19,6,1.13,Tablet,77487,Cancelled,1,12058,17.9
1752,Priya Nair,24,Sales,35300,Chennai,3,11,4.9,Keyboard,77293,Pending,5,12148,21.18
1753,Rohit Jadhav,32,Finance,119645,Delhi,1,13,1.06,Keyboard,7673,Completed,4,4304,28.51
1754,Vikram Iyer,57,Operations,44673,Kolkata,7,8,1.72,Phone,16444,Returned,1,17550,14.7
1755,Rohit Gupta,36,Sales,83287,Mumbai,20,8,4.99,Monitor,28814,Cancelled,3,2134,10.4
1756,Pooja Kumar,52,Sales,106488,Hyderabad,9,13,4.91,Tablet,29116,Completed,5,7167,7.51
1757,Arjun Sharma,57,Sales,55533,Delhi,9,4,3.08,Keyboard,38181,Completed,2,721,8.14
1758,Raj Jadhav,32,Marketing,110111,Kolkata,4,13,2.59,Laptop,65229,Cancelled,3,8094,18.2
1759,Vikram Singh,27,HR,64993,Kolkata,7,3,2.82,Headphones,92332,Pending,5,362,14.96
1760,Amit Iyer,26,Marketing,105546,Chennai,14,6,1.09,Phone,75097,Pending,2,8639,19.28
1761,Rahul Jadhav,51,Support,44213,Hyderabad,6,11,3.78,Mouse,40412,Returned,2,14807,29.33
1762,Priya Patel,44,Sales,40749,Kolkata,12,0,4.39,Laptop,55819,Pending,3,3874,26.86
1763,Raj Iyer,40,Marketing,94508,Kolkata,14,4,1.09,Monitor,1261,Pending,4,4720,9.85
1764,Sneha Singh,36,Marketing,85368,Hyderabad,12,7,3.42,Tablet,9850,Completed,4,15780,28.49
1765,Vikram Nair,35,Support,70306,Mumbai,3,11,2.67,Laptop,65226,Completed,4,2334,13.66
1766,Riya Iyer,59,Marketing,38013,Chennai,16,12,1.89,Mouse,85109,Returned,5,3605,16.19
1767,Arjun Gupta,38,Marketing,63262,Delhi,18,12,3.54,Phone,48793,Completed,1,12590,17.44
1768,Pooja Kumar,44,IT,45973,Pune,11,8,2.03,Keyboard,81764,Cancelled,1,17570,25.36
1769,Rahul Gupta,40,IT,59614,Mumbai,20,8,1.5,Keyboard,42231,Cancelled,4,18459,5.46
1770,Amit Joshi,30,Finance,48039,Kolkata,12,0,1.07,Tablet,88692,Pending,3,7818,26.68
